エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
九州,九州電力株式会社,98037,小丸川発電所,水力,４号機,300000,計画停止,停止・定期検査等,,2023/10/16 8:00,あり,2023/11/3,小丸川発電所　４号発電電動機外部点検,2023/10/31 9:56,32.2419365,131.3905258,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/11/1 0:00,あり,2023/11/1,系統作業,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/11/1 0:00,あり,2023/11/1,系統作業,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/11/1 0:00,あり,2023/11/1,系統作業,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・送電線等制約,,2023/11/1 0:00,あり,2023/11/1,系統作業,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－６号,131000,出力低下,低下・送電線等制約,38000,2023/11/1 12:30,あり,2023/11/1,系統作業　　最大低下量：38000kW　　最小低下量：38000kW　　平均低下量：38000kW,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,出力低下,低下・送電線等制約,112111,2023/11/1 9:30,あり,2023/11/1,系統作業　　最大低下量：131000kW　　最小低下量：46000kW　　平均低下量：112111kW,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,71667,2023/11/1 9:30,あり,2023/11/1,系統作業　　最大低下量：131000kW　　最小低下量：26000kW　　平均低下量：71667kW,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－３号,131000,出力低下,低下・送電線等制約,124882,2023/11/1 7:30,あり,2023/11/1,系統作業　　最大低下量：131000kW　　最小低下量：27000kW　　平均低下量：124882kW,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,出力低下,低下・送電線等制約,34714,2023/11/1 9:30,あり,2023/11/1,系統作業　　最大低下量：46000kW　　最小低下量：17000kW　　平均低下量：34714kW,2023/10/30 18:53,33.9542081,132.126139,
中国,中国電力株式会社,71202,新小野田発電所第１号機,火力（石炭）,１号機,500000,出力低下,低下・送電線等制約,223750,2023/11/1 9:00,あり,2023/11/1,系統作業　　最大低下量：350000kW　　最小低下量：9000kW　　平均低下量：223750kW,2023/10/30 18:53,33.9682548,131.1639246,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,8800,2023/11/1 7:30,あり,2023/11/1,系統作業　　最大低下量：10000kW　　最小低下量：0000kW　　平均低下量：8800kW,2023/10/30 18:53,34.7789247,131.9197247,
東北,株式会社JERA,4B190,上越火力発電所,火力（ガス）,１－２号機,595000,出力低下,低下・その他,302000,2023/10/30 16:40,あり,2023/10/31,電気関連設備,2023/10/30 18:36,37.2058481,138.2783907,
中国,中国電力株式会社,74209,柳井発電所第１号系列下位,火力（ガス）,１－１号,131000,計画停止,停止・定期検査等,,2023/11/12 21:00,あり,2023/11/13,GT関係機器工事,2023/10/30 17:40,33.9542081,132.126139,
中国,中国電力株式会社,74209,柳井発電所第１号系列下位,火力（ガス）,１－１号,131000,計画停止,停止・定期検査等,,2023/11/10 21:00,あり,2023/11/11,GT関係機器工事,2023/10/30 17:39,33.9542081,132.126139,
北海道,北海道パワーエンジニアリング株式会社,10216,北海道ﾊﾟﾜｰｴﾝｼﾞﾆｱﾘﾝｸﾞ株式会社　苫小牧共同火力発電所3G,火力（石油）,単独,250000,計画停止,停止・定期検査等,,2023/6/9 0:00,あり,2023/11/2,定期事業者検査,2023/10/30 16:48,42.6403648,141.6580262,
関西,関西電力株式会社,62A48,南港発電所,火力（ガス）,３号機,600000,計画停止,停止・送電線等制約,,2023/10/28 5:00,あり,2023/10/30,系統制約,2023/10/30 16:37,34.6177617,135.4043667,
中部,株式会社JERA,45138,新名古屋火力発電所,火力（ガス）,７－５号機,243000,計画停止,停止・定期検査等,,2023/9/2 0:00,あり,2023/10/31,定検,2023/10/30 16:36,35.0661527,136.8795429,
関西,関西電力株式会社,62A47,南港発電所,火力（ガス）,２号機,600000,計画停止,停止・送電線等制約,,2023/10/28 5:00,あり,2023/10/30,系統制約,2023/10/30 16:36,34.6177617,135.4043667,
